1, 0.1, 0, 0.05, 0, 0, 0
1025, 1.3, 0.2, 0.490643, 0.098538, 0, 0
2049, 2.2, 0.2, 0.918, 0.105951, 0, 0
3073, 85.5, 0.6, 1.38842, 0.109206, 0, 0
4097, 10.3, 0.2, 1.78702, 0.109395, 0, 0
5121, 9, 46.9, 2.21927, 0.120344, 0, 0
6145, 9.9, 0.3, 2.59268, 0.110576, 0, 0
7169, 25.8, 5.6, 3.01516, 0.11159, 0, 0
8193, 25.9, 0.2, 3.45222, 0.114401, 0, 0
9217, 101, 0.3, 4.03014, 0.115611, 0, 0
10241, 27.4, 0.9, 4.40049, 0.116989, 0, 0
11265, 31.9, 5.8, 4.82283, 0.119155, 0, 0
12289, 37.3, 0.7, 5.23399, 0.119479, 0, 0
13313, 88.4, 0.4, 5.65745, 0.119776, 0, 0
14337, 180.8, 3.5, 6.16016, 0.123406, 0, 0
15361, 89.1, 30.6, 6.51399, 0.125967, 0, 0
16385, 76, 0.4, 6.873, 0.124381, 0, 0
17409, 48, 21.6, 7.29274, 0.125893, 0, 0
18433, 32.2, 0.7, 7.70039, 0.124829, 0, 0
19457, 31.9, 0.3, 8.17416, 0.126287, 0, 0
20481, 92.8, 70.8, 8.67568, 0.132082, 0, 0
21505, 56.7, 0.3, 8.96687, 0.126527, 0, 0
22529, 109.1, 30, 9.4532, 0.129534, 0, 0
23553, 40.2, 0.4, 9.81582, 0.128241, 0, 0
24577, 39, 0.4, 10.2358, 0.129205, 0, 0
25601, 112.7, 0.7, 10.6979, 0.129552, 0, 0
26625, 48, 0.7, 11.0949, 0.129287, 0, 0
27649, 59, 24.1, 11.5115, 0.132148, 0, 0
28673, 39.9, 0.7, 11.953, 0.131084, 0, 0
29697, 112.6, 4.6, 12.4441, 0.132952, 0, 0
30721, 95.3, 7.5, 12.825, 0.133491, 0, 0
31745, 78.8, 0.3, 13.1599, 0.13213, 0, 0
32769, 101.4, 37.6, 13.84, 0.139167, 0, 0
33793, 83, 37.7, 14.0433, 0.135699, 0, 0
34817, 118.5, 17.4, 14.5272, 0.136116, 0, 0
35841, 105.6, 0.8, 15.0722, 0.136753, 0, 0
36865, 52.8, 3.5, 15.3228, 0.135545, 0, 0
37889, 309.8, 6.5, 15.8935, 0.137672, 0, 0
38913, 87.5, 4.3, 16.1852, 0.135401, 0, 0
39937, 52.2, 1.3, 16.5174, 0.134859, 0, 0
40961, 111.6, 48.8, 17.0519, 0.137366, 0, 0
41985, 108.5, 4, 17.4448, 0.136434, 0, 0
43009, 579.3, 11.9, 18.0003, 0.137812, 0, 0
44033, 83.8, 1, 18.2572, 0.136753, 0, 0
45057, 124, 21.5, 18.8562, 0.139261, 0, 0
46081, 151.7, 29.8, 19.1174, 0.138052, 0, 0
47105, 123.6, 3.9, 19.6257, 0.13853, 0, 0
48129, 125, 9.5, 20.0352, 0.139547, 0, 0
49153, 111.1, 6.5, 20.3898, 0.139004, 0, 0
50177, 749.1, 2.1, 20.9639, 0.139517, 0, 0
51201, 132.3, 3.8, 21.2834, 0.138684, 0, 0
52225, 299.2, 1, 21.7345, 0.139729, 0, 0
53249, 121.6, 19.5, 22.1098, 0.139808, 0, 0
54273, 123, 7.5, 22.445, 0.139387, 0, 0
55297, 123.4, 4.1, 22.9665, 0.139938, 0, 0
56321, 128, 17.6, 23.5507, 0.141751, 0, 0
57345, 185.4, 3.6, 23.8972, 0.141126, 0, 0
58369, 133.1, 17.1, 24.2246, 0.141838, 0, 0
59393, 126.2, 10.2, 24.6029, 0.140765, 0, 0
60417, 185.1, 3.9, 25.2234, 0.142287, 0, 0
61441, 139.8, 12.2, 25.4414, 0.141115, 0, 0
62465, 116.3, 1.1, 25.8043, 0.141301, 0, 0
63489, 145.7, 6.2, 26.5762, 0.144393, 0, 0
64513, 131.5, 16.7, 26.6804, 0.14161, 0, 0
65537, 145.1, 4.2, 27.1725, 0.144029, 0, 0
66561, 121.5, 8.4, 27.615, 0.142754, 0, 0
67585, 146.5, 5.6, 28.101, 0.143568, 0, 0
68609, 149.8, 16.9, 28.4348, 0.143587, 0, 0
69633, 112.1, 3.4, 28.8888, 0.142034, 0, 0
70657, 172.8, 34.1, 29.3227, 0.143667, 0, 0
71681, 273.1, 18, 29.7088, 0.143535, 0, 0
72705, 162.9, 7.1, 30.3556, 0.144863, 0, 0
73729, 133.8, 18.7, 30.5353, 0.14352, 0, 0
74753, 153.3, 5.1, 30.9983, 0.143442, 0, 0
75777, 428.8, 48.1, 31.5455, 0.145003, 0, 0
76801, 165.8, 20.2, 31.8274, 0.144349, 0, 0
77825, 183.2, 72.1, 32.4311, 0.145435, 0, 0
78849, 135.1, 34.7, 32.6416, 0.144096, 0, 0
79873, 183.3, 24.5, 33.2522, 0.146426, 0, 0
80897, 147.1, 5.2, 33.5902, 0.145522, 0, 0
81921, 149, 18.9, 34.0796, 0.146708, 0, 0
82945, 144.8, 20.3, 34.4885, 0.146409, 0, 0
83969, 165.9, 20.6, 34.9165, 0.146314, 0, 0
84993, 169.7, 5.5, 35.3381, 0.146227, 0, 0
86017, 186.1, 20.4, 35.7932, 0.147395, 0, 0
87041, 219, 44.3, 36.2372, 0.147436, 0, 0
88065, 158.4, 37.8, 36.5947, 0.147447, 0, 0
89089, 277.2, 55.4, 37.0617, 0.147934, 0, 0
90113, 197.3, 4.8, 37.4634, 0.147262, 0, 0
91137, 180.7, 17.1, 37.8085, 0.146724, 0, 0
92161, 191.5, 23, 38.1582, 0.146023, 0, 0
93185, 193.8, 40.8, 38.6138, 0.146245, 0, 0
94209, 235.7, 64.8, 39.2305, 0.1482, 0, 0
95233, 172.3, 4.6, 39.4067, 0.146457, 0, 0
96257, 174.3, 18.4, 39.8974, 0.147779, 0, 0
97281, 213.1, 17.2, 40.4566, 0.148117, 0, 0
98305, 207.1, 66.9, 40.7197, 0.148339, 0, 0
99329, 206.6, 32.2, 41.1595, 0.148228, 0, 0
100353, 169.9, 4.2, 41.5959, 0.148194, 0, 0
101377, 241, 9.1, 42.1299, 0.148025, 0, 0
102401, 154.1, 8.6, 42.3998, 0.147969, 0, 0
103425, 227.3, 66.3, 42.8894, 0.149003, 0, 0
104449, 543.9, 4.1, 43.2955, 0.148471, 0, 0
105473, 204.7, 81.1, 43.7758, 0.149928, 0, 0
106497, 190.5, 22.5, 44.0377, 0.148101, 0, 0
107521, 184.1, 16, 44.5177, 0.148796, 0, 0
108545, 206.4, 16.4, 44.9431, 0.148938, 0, 0
109569, 371.9, 78.5, 45.444, 0.150845, 0, 0
110593, 187.1, 38, 45.842, 0.149933, 0, 0
111617, 275.6, 19, 46.2883, 0.150057, 0, 0
112641, 210, 18.4, 46.6779, 0.15063, 0, 0
113665, 694.7, 17.1, 47.1051, 0.150892, 0, 0
114689, 205.1, 88.2, 47.5589, 0.151365, 0, 0
115713, 238.3, 16.8, 47.9786, 0.151919, 0, 0
116737, 233.1, 24.1, 48.4858, 0.152185, 0, 0
117761, 280.8, 5.1, 48.9687, 0.152237, 0, 0
118785, 571.9, 20.1, 49.1748, 0.152387, 0, 0
119809, 267.3, 10.5, 50.1307, 0.152798, 0, 0
120833, 263.2, 19.9, 50.9379, 0.152662, 0, 0
121857, 273.1, 17.2, 51.2126, 0.153839, 0, 0
122881, 263.2, 6.6, 52.3456, 0.154875, 0, 0
123905, 223.1, 13.4, 51.3644, 0.154399, 0, 0
124929, 478.7, 22.1, 52.8362, 0.154956, 0, 0
125953, 195.5, 37.8, 52.1619, 0.154887, 0, 0
126977, 305.9, 71.2, 52.6032, 0.157138, 0, 0
128001, 219.7, 72.1, 53.0794, 0.15646, 0, 0
129025, 278.4, 8.3, 53.5625, 0.155784, 0, 0
130049, 269.8, 32.4, 53.8385, 0.15537, 0, 0
131073, 513.1, 75.3, 54.3875, 0.158076, 0, 0
132097, 221.4, 4.8, 54.7404, 0.157064, 0, 0
133121, 221.6, 66.9, 55.3002, 0.158953, 0, 0
134145, 246.7, 64.2, 55.5518, 0.158881, 0, 0
135169, 279.1, 23.5, 55.9621, 0.157941, 0, 0
136193, 269.9, 9.5, 56.5207, 0.15838, 0, 0
137217, 330.5, 21.6, 56.9473, 0.159536, 0, 0
138241, 463.8, 19.5, 57.3649, 0.158575, 0, 0
